RENTING RATIO: 	100.08
RENTING RATIO: 	42.97
RENTING RATIO: 	0.16
RENTING RATIO: 	1.12
RENTING RATIO: 	35.22
RENTING RATIO: 	3.77
RENTING RATIO: 	40.71
RENTING RATIO: 	2.03
RENTING RATIO: 	4.70
RENTING RATIO: 	0.06
RENTING RATIO: 	8.91
RENTING RATIO: 	0.04
RENTING RATIO: 	10.11
RENTING RATIO: 	82.25
RENTING RATIO: 	3.15
RENTING RATIO: 	77.10
RENTING RATIO: 	4.56
RENTING RATIO: 	0.53
RENTING RATIO: 	25.45
RENTING RATIO: 	2.44
RENTING RATIO: 	77.42
RENTING RATIO: 	14.45
RENTING RATIO: 	5.45
RENTING RATIO: 	8.24
RENTING RATIO: 	1.05
RENTING RATIO: 	129.07
RENTING RATIO: 	0.91
RENTING RATIO: 	6.08
RENTING RATIO: 	1.91
RENTING RATIO: 	8.18
RENTING RATIO: 	153.06
RENTING RATIO: 	1.16
RENTING RATIO: 	1.31
RENTING RATIO: 	14.78
RENTING RATIO: 	3.95
RENTING RATIO: 	1.00
RENTING RATIO: 	1.53
RENTING RATIO: 	1.24
RENTING RATIO: 	9.99
RENTING RATIO: 	0.24
RENTING RATIO: 	2.88
RENTING RATIO: 	0.40
RENTING RATIO: 	6.59
RENTING RATIO: 	19.03
RENTING RATIO: 	0.24
RENTING RATIO: 	13.44
RENTING RATIO: 	220.70
RENTING RATIO: 	1.16
RENTING RATIO: 	3.40
RENTING RATIO: 	2.88
RENTING RATIO: 	6.91
RENTING RATIO: 	3.05
RENTING RATIO: 	17.92
RENTING RATIO: 	7.42
RENTING RATIO: 	7.90
RENTING RATIO: 	147.49
RENTING RATIO: 	22.19
RENTING RATIO: 	10.84
RENTING RATIO: 	4.98
RENTING RATIO: 	0.12
RENTING RATIO: 	31.37
RENTING RATIO: 	23.56
RENTING RATIO: 	5.81
RENTING RATIO: 	1.79
RENTING RATIO: 	0.61
RENTING RATIO: 	0.36
RENTING RATIO: 	6.01
RENTING RATIO: 	8.21
RENTING RATIO: 	52.11
RENTING RATIO: 	4.89
RENTING RATIO: 	1.20
RENTING RATIO: 	5.81
RENTING RATIO: 	4.31
RENTING RATIO: 	12.32
RENTING RATIO: 	3.25
RENTING RATIO: 	3.44
RENTING RATIO: 	3.96
RENTING RATIO: 	4.65
RENTING RATIO: 	100.85
RENTING RATIO: 	51.89
RENTING RATIO: 	8.90
RENTING RATIO: 	4.30
RENTING RATIO: 	99.06
RENTING RATIO: 	19.30
RENTING RATIO: 	30.71
RENTING RATIO: 	9.66
RENTING RATIO: 	1.18
RENTING RATIO: 	3.03
RENTING RATIO: 	103.21
RENTING RATIO: 	2.17
RENTING RATIO: 	168.89
RENTING RATIO: 	8.49
RENTING RATIO: 	1.22
RENTING RATIO: 	10.16
RENTING RATIO: 	24.55
RENTING RATIO: 	53.85
RENTING RATIO: 	4.54
RENTING RATIO: 	35.18
RENTING RATIO: 	3.41
RENTING RATIO: 	21.69
RENTING RATIO: 	14.27
RENTING RATIO: 	20.62
RENTING RATIO: 	74.10
RENTING RATIO: 	28.72
RENTING RATIO: 	2.97
RENTING RATIO: 	11.90
RENTING RATIO: 	14.23
RENTING RATIO: 	219.20
RENTING RATIO: 	10.02
RENTING RATIO: 	3.83
RENTING RATIO: 	7.19
RENTING RATIO: 	2.94
RENTING RATIO: 	4.63
RENTING RATIO: 	397.66
RENTING RATIO: 	36.33
RENTING RATIO: 	7.08
RENTING RATIO: 	8.20
RENTING RATIO: 	101.55
RENTING RATIO: 	1.98
RENTING RATIO: 	10.97
RENTING RATIO: 	1.04
RENTING RATIO: 	0.70
RENTING RATIO: 	1.91
RENTING RATIO: 	2.39
RENTING RATIO: 	3.76
RENTING RATIO: 	0.49
RENTING RATIO: 	11.21
RENTING RATIO: 	230.96
RENTING RATIO: 	1.04
RENTING RATIO: 	3.13
RENTING RATIO: 	2.49
RENTING RATIO: 	2.28
RENTING RATIO: 	0.90
RENTING RATIO: 	4.65
RENTING RATIO: 	4.98
RENTING RATIO: 	6.74
RENTING RATIO: 	8.65
RENTING RATIO: 	0.17
RENTING RATIO: 	34.64
RENTING RATIO: 	31.67
RENTING RATIO: 	17.63
RENTING RATIO: 	0.33
RENTING RATIO: 	8.95
RENTING RATIO: 	5.31
RENTING RATIO: 	0.12
RENTING RATIO: 	19.23
RENTING RATIO: 	14.28
RENTING RATIO: 	10.56
RENTING RATIO: 	34.35
RENTING RATIO: 	41.32
RENTING RATIO: 	35.67
RENTING RATIO: 	11.00
RENTING RATIO: 	5.44
RENTING RATIO: 	31.65
RENTING RATIO: 	8.93
RENTING RATIO: 	1.12
RENTING RATIO: 	53.54
RENTING RATIO: 	1.64
RENTING RATIO: 	0.73
RENTING RATIO: 	0.44
RENTING RATIO: 	84.32
RENTING RATIO: 	4.89
RENTING RATIO: 	8.69
RENTING RATIO: 	5.81
RENTING RATIO: 	0.56
RENTING RATIO: 	11.06
RENTING RATIO: 	26.69
RENTING RATIO: 	9.41
RENTING RATIO: 	0.34
RENTING RATIO: 	2.48
RENTING RATIO: 	86.27
RENTING RATIO: 	78.08
RENTING RATIO: 	4.00
RENTING RATIO: 	7.08
RENTING RATIO: 	0.89
RENTING RATIO: 	25.37
RENTING RATIO: 	13.50
RENTING RATIO: 	0.15
RENTING RATIO: 	0.45
RENTING RATIO: 	0.24
RENTING RATIO: 	29.04
RENTING RATIO: 	5.83
RENTING RATIO: 	2.97
RENTING RATIO: 	6.66
RENTING RATIO: 	1.81
RENTING RATIO: 	12.46
RENTING RATIO: 	0.93
RENTING RATIO: 	0.48
RENTING RATIO: 	35.30
RENTING RATIO: 	7.73
RENTING RATIO: 	5.81
RENTING RATIO: 	2.62
RENTING RATIO: 	0.08
RENTING RATIO: 	5.57
RENTING RATIO: 	20.55
RENTING RATIO: 	0.42
RENTING RATIO: 	8.20
RENTING RATIO: 	0.31
RENTING RATIO: 	25.02
RENTING RATIO: 	0.35
RENTING RATIO: 	0.88
RENTING RATIO: 	10.79
RENTING RATIO: 	6.54
RENTING RATIO: 	1.60
RENTING RATIO: 	2.64
RENTING RATIO: 	24.57
RENTING RATIO: 	0.92
RENTING RATIO: 	0.17
RENTING RATIO: 	14.12
RENTING RATIO: 	7.88
RENTING RATIO: 	17.93
RENTING RATIO: 	118.07
RENTING RATIO: 	0.41
RENTING RATIO: 	9.69
RENTING RATIO: 	3.84
RENTING RATIO: 	72.59
RENTING RATIO: 	2.18
RENTING RATIO: 	8.38
RENTING RATIO: 	0.36
RENTING RATIO: 	0.46
RENTING RATIO: 	12.01
RENTING RATIO: 	24.17
RENTING RATIO: 	62.18
RENTING RATIO: 	1.14
RENTING RATIO: 	1.18
RENTING RATIO: 	5.99
RENTING RATIO: 	8.16
RENTING RATIO: 	5.97
RENTING RATIO: 	72.79
RENTING RATIO: 	5.61
RENTING RATIO: 	33.73
RENTING RATIO: 	37.88
RENTING RATIO: 	36.46
RENTING RATIO: 	12.47
RENTING RATIO: 	19.87
RENTING RATIO: 	17.20
RENTING RATIO: 	0.14
RENTING RATIO: 	6.18
RENTING RATIO: 	6.38
RENTING RATIO: 	0.34
RENTING RATIO: 	1.16
RENTING RATIO: 	0.95
RENTING RATIO: 	7.70
RENTING RATIO: 	26.05
RENTING RATIO: 	13.10
RENTING RATIO: 	58.79
RENTING RATIO: 	5.08
RENTING RATIO: 	0.83
RENTING RATIO: 	79.32
RENTING RATIO: 	33.70
RENTING RATIO: 	24.59
RENTING RATIO: 	7.91
RENTING RATIO: 	15.49
RENTING RATIO: 	2.59
RENTING RATIO: 	10.11
RENTING RATIO: 	4.15
RENTING RATIO: 	0.53
RENTING RATIO: 	1.52
RENTING RATIO: 	1.53
RENTING RATIO: 	3.17
RENTING RATIO: 	47.71
RENTING RATIO: 	2.00
RENTING RATIO: 	1.35
RENTING RATIO: 	0.96
RENTING RATIO: 	0.14
RENTING RATIO: 	9.16
RENTING RATIO: 	5.64
RENTING RATIO: 	2.13
RENTING RATIO: 	123.57
RENTING RATIO: 	0.52
RENTING RATIO: 	7.99
RENTING RATIO: 	29.66
RENTING RATIO: 	366.77
RENTING RATIO: 	4.77
RENTING RATIO: 	7.46
RENTING RATIO: 	3.24
RENTING RATIO: 	3.58
RENTING RATIO: 	16.97
RENTING RATIO: 	8.45
RENTING RATIO: 	13.01
RENTING RATIO: 	10.08
RENTING RATIO: 	68.40
RENTING RATIO: 	8.84
RENTING RATIO: 	252.42
RENTING RATIO: 	51.12
RENTING RATIO: 	4.76
RENTING RATIO: 	52.48
RENTING RATIO: 	19.57
RENTING RATIO: 	8.94
RENTING RATIO: 	1.26
RENTING RATIO: 	7.80
RENTING RATIO: 	25.80
RENTING RATIO: 	23.78
RENTING RATIO: 	3.30
RENTING RATIO: 	12.84
RENTING RATIO: 	5.87
RENTING RATIO: 	24.29
RENTING RATIO: 	2.48
RENTING RATIO: 	119.45
RENTING RATIO: 	2.84
RENTING RATIO: 	11.20
RENTING RATIO: 	0.87
RENTING RATIO: 	14.47
RENTING RATIO: 	86.33
RENTING RATIO: 	58.58
RENTING RATIO: 	11.12
RENTING RATIO: 	98.47
RENTING RATIO: 	4.18
RENTING RATIO: 	5.67
RENTING RATIO: 	0.85
RENTING RATIO: 	179.90
RENTING RATIO: 	24.10
RENTING RATIO: 	3.57
RENTING RATIO: 	2.34
RENTING RATIO: 	4.77
RENTING RATIO: 	45.38
RENTING RATIO: 	9.24
RENTING RATIO: 	0.34
RENTING RATIO: 	0.59
RENTING RATIO: 	1.15
RENTING RATIO: 	6.81
RENTING RATIO: 	4.92
RENTING RATIO: 	11.14
RENTING RATIO: 	24.88
RENTING RATIO: 	115.40
RENTING RATIO: 	8.83
RENTING RATIO: 	7.14
RENTING RATIO: 	15.52
RENTING RATIO: 	27.83
RENTING RATIO: 	0.12
RENTING RATIO: 	151.00
RENTING RATIO: 	0.33
RENTING RATIO: 	7.81
RENTING RATIO: 	263.23
RENTING RATIO: 	19.60
RENTING RATIO: 	3.21
RENTING RATIO: 	6.16
RENTING RATIO: 	3.87
RENTING RATIO: 	2.77
RENTING RATIO: 	1.20
RENTING RATIO: 	8.90
RENTING RATIO: 	0.42
RENTING RATIO: 	2.34
RENTING RATIO: 	15.68
RENTING RATIO: 	2.67
RENTING RATIO: 	0.39
RENTING RATIO: 	1.65
RENTING RATIO: 	1.07
RENTING RATIO: 	35.30
RENTING RATIO: 	3.35
RENTING RATIO: 	7.01
RENTING RATIO: 	1.42
RENTING RATIO: 	9.04
RENTING RATIO: 	1.03
RENTING RATIO: 	12.61
RENTING RATIO: 	1.19
RENTING RATIO: 	1.11
RENTING RATIO: 	148.29
RENTING RATIO: 	9.24
RENTING RATIO: 	27.17
RENTING RATIO: 	2.26
RENTING RATIO: 	7.20
RENTING RATIO: 	0.84
RENTING RATIO: 	94.41
RENTING RATIO: 	0.03
RENTING RATIO: 	10.59
RENTING RATIO: 	20.16
RENTING RATIO: 	0.07
RENTING RATIO: 	105.08
RENTING RATIO: 	72.26
RENTING RATIO: 	2.99
RENTING RATIO: 	24.32
RENTING RATIO: 	0.36
RENTING RATIO: 	90.85
RENTING RATIO: 	3.56
RENTING RATIO: 	28.67
RENTING RATIO: 	1.13
RENTING RATIO: 	0.18
RENTING RATIO: 	94.62
RENTING RATIO: 	34.82
RENTING RATIO: 	4.54
RENTING RATIO: 	1.59
RENTING RATIO: 	28.83
RENTING RATIO: 	1.03
RENTING RATIO: 	15.78
RENTING RATIO: 	0.85
RENTING RATIO: 	8.13
RENTING RATIO: 	13.28
RENTING RATIO: 	17.28
RENTING RATIO: 	10.51
RENTING RATIO: 	10.60
RENTING RATIO: 	5.71
RENTING RATIO: 	12.65
RENTING RATIO: 	7.80
RENTING RATIO: 	38.70
RENTING RATIO: 	12.02
RENTING RATIO: 	4.59
RENTING RATIO: 	1.55
RENTING RATIO: 	8.00
RENTING RATIO: 	27.84
RENTING RATIO: 	1.34
RENTING RATIO: 	25.40
RENTING RATIO: 	8.66
RENTING RATIO: 	1.89
RENTING RATIO: 	64.97
RENTING RATIO: 	55.19
RENTING RATIO: 	14.23
RENTING RATIO: 	9.04
RENTING RATIO: 	20.26
RENTING RATIO: 	12.63
RENTING RATIO: 	2.79
RENTING RATIO: 	0.20
RENTING RATIO: 	3.67
RENTING RATIO: 	168.51
RENTING RATIO: 	2.02
RENTING RATIO: 	2.50
RENTING RATIO: 	1.22
RENTING RATIO: 	4.97
RENTING RATIO: 	0.67
RENTING RATIO: 	5.49
RENTING RATIO: 	1.42
RENTING RATIO: 	3.16
RENTING RATIO: 	1.08
RENTING RATIO: 	13.94
RENTING RATIO: 	1.46
RENTING RATIO: 	2.01
RENTING RATIO: 	1.49
RENTING RATIO: 	0.83
RENTING RATIO: 	11.60
RENTING RATIO: 	7.47
RENTING RATIO: 	4.49
RENTING RATIO: 	256.18
RENTING RATIO: 	1.06
RENTING RATIO: 	0.76
RENTING RATIO: 	127.95
RENTING RATIO: 	74.04
RENTING RATIO: 	8.64
RENTING RATIO: 	44.17
RENTING RATIO: 	1.42
RENTING RATIO: 	5.09
RENTING RATIO: 	70.23
RENTING RATIO: 	316.79
RENTING RATIO: 	0.07
RENTING RATIO: 	67.36
RENTING RATIO: 	0.55
RENTING RATIO: 	1.11
RENTING RATIO: 	2.28
RENTING RATIO: 	0.40
RENTING RATIO: 	4.65
RENTING RATIO: 	2.24
RENTING RATIO: 	2.03
RENTING RATIO: 	18.97
RENTING RATIO: 	1.91
RENTING RATIO: 	48.31
RENTING RATIO: 	152.33
RENTING RATIO: 	49.75
RENTING RATIO: 	5.63
RENTING RATIO: 	14.62
RENTING RATIO: 	74.16
RENTING RATIO: 	9.85
RENTING RATIO: 	0.17
RENTING RATIO: 	62.65
RENTING RATIO: 	7.99
RENTING RATIO: 	1.20
RENTING RATIO: 	49.49
RENTING RATIO: 	0.50
RENTING RATIO: 	5.48
RENTING RATIO: 	9.72
RENTING RATIO: 	12.30
RENTING RATIO: 	9.23
RENTING RATIO: 	1.88
RENTING RATIO: 	144.55
RENTING RATIO: 	15.32
RENTING RATIO: 	7.68
RENTING RATIO: 	1.57
RENTING RATIO: 	21.42
RENTING RATIO: 	83.78
RENTING RATIO: 	20.12
RENTING RATIO: 	4.22
RENTING RATIO: 	47.24
RENTING RATIO: 	0.94
RENTING RATIO: 	4.15
RENTING RATIO: 	1.40
RENTING RATIO: 	0.48
RENTING RATIO: 	31.21
RENTING RATIO: 	0.32
RENTING RATIO: 	2.57
RENTING RATIO: 	132.64
RENTING RATIO: 	8.77
RENTING RATIO: 	25.18
RENTING RATIO: 	2.40
RENTING RATIO: 	28.28
RENTING RATIO: 	0.35
RENTING RATIO: 	2.83
RENTING RATIO: 	6.89
RENTING RATIO: 	0.25
RENTING RATIO: 	64.97
RENTING RATIO: 	1.12
RENTING RATIO: 	0.42
RENTING RATIO: 	154.12
RENTING RATIO: 	10.14
RENTING RATIO: 	0.42
RENTING RATIO: 	40.64
RENTING RATIO: 	1.40
RENTING RATIO: 	0.80
RENTING RATIO: 	14.94
RENTING RATIO: 	117.92
RENTING RATIO: 	10.31
RENTING RATIO: 	9.12
RENTING RATIO: 	1.24
RENTING RATIO: 	3.82
RENTING RATIO: 	20.97
RENTING RATIO: 	1.05
RENTING RATIO: 	2.43
RENTING RATIO: 	0.28
RENTING RATIO: 	14.06
RENTING RATIO: 	292.84
RENTING RATIO: 	0.26
RENTING RATIO: 	2.51
RENTING RATIO: 	13.83
RENTING RATIO: 	12.36
RENTING RATIO: 	4.59
RENTING RATIO: 	20.69
RENTING RATIO: 	220.55
RENTING RATIO: 	57.39
RENTING RATIO: 	42.44
RENTING RATIO: 	25.92
RENTING RATIO: 	2.89
RENTING RATIO: 	1.50
RENTING RATIO: 	0.65
RENTING RATIO: 	0.48
RENTING RATIO: 	1.08
RENTING RATIO: 	0.92
RENTING RATIO: 	6.30
RENTING RATIO: 	18.11
RENTING RATIO: 	0.88
RENTING RATIO: 	2.16
RENTING RATIO: 	2.61
RENTING RATIO: 	0.88
RENTING RATIO: 	2.03
RENTING RATIO: 	18.45
RENTING RATIO: 	66.31
RENTING RATIO: 	15.11
RENTING RATIO: 	1.68
RENTING RATIO: 	112.83
RENTING RATIO: 	3.06
RENTING RATIO: 	2.70
RENTING RATIO: 	226.61
RENTING RATIO: 	7.97
RENTING RATIO: 	5.48
RENTING RATIO: 	202.59
RENTING RATIO: 	1.26
RENTING RATIO: 	1.78
RENTING RATIO: 	9.99
RENTING RATIO: 	2.28
RENTING RATIO: 	11.05
RENTING RATIO: 	4.30
RENTING RATIO: 	17.29
RENTING RATIO: 	45.66
RENTING RATIO: 	0.50
RENTING RATIO: 	14.00
RENTING RATIO: 	6.34
RENTING RATIO: 	0.92
RENTING RATIO: 	3.11
RENTING RATIO: 	41.56
RENTING RATIO: 	26.85
RENTING RATIO: 	194.12
RENTING RATIO: 	103.37
RENTING RATIO: 	5.40
RENTING RATIO: 	0.36
RENTING RATIO: 	3.21
RENTING RATIO: 	0.31
RENTING RATIO: 	2.46
RENTING RATIO: 	9.27
RENTING RATIO: 	8.76
RENTING RATIO: 	7.92
RENTING RATIO: 	21.32
RENTING RATIO: 	2.15
RENTING RATIO: 	17.36
RENTING RATIO: 	18.18
RENTING RATIO: 	1.08
RENTING RATIO: 	6.19
RENTING RATIO: 	20.15
RENTING RATIO: 	45.97
RENTING RATIO: 	15.39
RENTING RATIO: 	1.11
RENTING RATIO: 	3.10
RENTING RATIO: 	14.51
RENTING RATIO: 	0.73
RENTING RATIO: 	9.25
RENTING RATIO: 	4.22
RENTING RATIO: 	4.40
RENTING RATIO: 	12.86
RENTING RATIO: 	47.12
RENTING RATIO: 	50.20
RENTING RATIO: 	0.55
RENTING RATIO: 	66.53
RENTING RATIO: 	8.92
RENTING RATIO: 	0.69
RENTING RATIO: 	2.78
RENTING RATIO: 	73.19
RENTING RATIO: 	56.72
RENTING RATIO: 	0.93
RENTING RATIO: 	8.81
RENTING RATIO: 	85.21
RENTING RATIO: 	7.21
RENTING RATIO: 	112.33
RENTING RATIO: 	6.42
RENTING RATIO: 	19.99
RENTING RATIO: 	3.95
RENTING RATIO: 	60.17
RENTING RATIO: 	170.96
RENTING RATIO: 	0.04
RENTING RATIO: 	50.69
RENTING RATIO: 	1.47
RENTING RATIO: 	13.01
RENTING RATIO: 	144.57
RENTING RATIO: 	0.99
RENTING RATIO: 	2.69
RENTING RATIO: 	70.20
RENTING RATIO: 	1.13
RENTING RATIO: 	4.50
RENTING RATIO: 	5.36
RENTING RATIO: 	5.30
RENTING RATIO: 	22.30
RENTING RATIO: 	0.37
RENTING RATIO: 	30.51
RENTING RATIO: 	3.97
RENTING RATIO: 	1.05
RENTING RATIO: 	0.41
RENTING RATIO: 	2.33
RENTING RATIO: 	48.91
RENTING RATIO: 	0.92
RENTING RATIO: 	1.37
RENTING RATIO: 	19.22
RENTING RATIO: 	6.20
RENTING RATIO: 	9.64
RENTING RATIO: 	13.30
RENTING RATIO: 	166.92
RENTING RATIO: 	1.15
RENTING RATIO: 	4.52
RENTING RATIO: 	7.51
RENTING RATIO: 	7.02
RENTING RATIO: 	15.81
RENTING RATIO: 	37.58
RENTING RATIO: 	0.11
RENTING RATIO: 	5.48
RENTING RATIO: 	11.47
RENTING RATIO: 	64.65
RENTING RATIO: 	2.70
RENTING RATIO: 	8.67
RENTING RATIO: 	3.13
RENTING RATIO: 	10.77
RENTING RATIO: 	21.94
RENTING RATIO: 	27.79
RENTING RATIO: 	4.03
RENTING RATIO: 	1.51
RENTING RATIO: 	138.55
RENTING RATIO: 	5.78
RENTING RATIO: 	1.08
RENTING RATIO: 	6.15
RENTING RATIO: 	18.08
RENTING RATIO: 	14.30
RENTING RATIO: 	2.56
RENTING RATIO: 	4.71
RENTING RATIO: 	9.68
RENTING RATIO: 	2.09
RENTING RATIO: 	5.04
RENTING RATIO: 	60.76
RENTING RATIO: 	21.21
RENTING RATIO: 	15.11
RENTING RATIO: 	67.49
RENTING RATIO: 	8.17
RENTING RATIO: 	3.97
RENTING RATIO: 	86.88
RENTING RATIO: 	16.07
RENTING RATIO: 	2.58
RENTING RATIO: 	13.97
RENTING RATIO: 	42.28
RENTING RATIO: 	1.35
RENTING RATIO: 	6.07
RENTING RATIO: 	188.22
RENTING RATIO: 	76.61
RENTING RATIO: 	6.13
RENTING RATIO: 	13.43
RENTING RATIO: 	9.79
RENTING RATIO: 	5.51
RENTING RATIO: 	1.69
RENTING RATIO: 	3.63
RENTING RATIO: 	573.01
RENTING RATIO: 	6.86
RENTING RATIO: 	1.16
RENTING RATIO: 	0.62
RENTING RATIO: 	5.45
RENTING RATIO: 	3.54
RENTING RATIO: 	1.84
RENTING RATIO: 	1.85
RENTING RATIO: 	167.54
RENTING RATIO: 	12.28
RENTING RATIO: 	0.34
RENTING RATIO: 	0.72
RENTING RATIO: 	1.47
RENTING RATIO: 	2.75
RENTING RATIO: 	126.24
RENTING RATIO: 	108.46
RENTING RATIO: 	23.31
RENTING RATIO: 	37.13
RENTING RATIO: 	10.26
RENTING RATIO: 	2.65
RENTING RATIO: 	7.57
RENTING RATIO: 	25.93
RENTING RATIO: 	20.81
RENTING RATIO: 	0.16
RENTING RATIO: 	26.46
RENTING RATIO: 	15.40
RENTING RATIO: 	31.68
RENTING RATIO: 	28.31
RENTING RATIO: 	28.38
RENTING RATIO: 	1.60
RENTING RATIO: 	39.26
RENTING RATIO: 	0.03
RENTING RATIO: 	46.81
RENTING RATIO: 	9.68
RENTING RATIO: 	8.84
RENTING RATIO: 	2.65
RENTING RATIO: 	128.48
RENTING RATIO: 	0.99
RENTING RATIO: 	4.12
RENTING RATIO: 	10.25
RENTING RATIO: 	61.47
RENTING RATIO: 	3.50
RENTING RATIO: 	9.79
RENTING RATIO: 	3.16
RENTING RATIO: 	3.93
RENTING RATIO: 	93.80
RENTING RATIO: 	3.83
RENTING RATIO: 	8.01
RENTING RATIO: 	6.49
RENTING RATIO: 	87.67
RENTING RATIO: 	76.87
RENTING RATIO: 	1.35
RENTING RATIO: 	41.49
RENTING RATIO: 	5.31
RENTING RATIO: 	11.36
RENTING RATIO: 	7.10
RENTING RATIO: 	0.94
RENTING RATIO: 	1.04
RENTING RATIO: 	0.60
RENTING RATIO: 	1.85
RENTING RATIO: 	0.18
RENTING RATIO: 	3.98
RENTING RATIO: 	4.13
RENTING RATIO: 	22.78
RENTING RATIO: 	8.80
RENTING RATIO: 	0.63
RENTING RATIO: 	0.71
RENTING RATIO: 	0.21
RENTING RATIO: 	1.85
RENTING RATIO: 	4.50
RENTING RATIO: 	16.82
RENTING RATIO: 	1.92
RENTING RATIO: 	0.19
RENTING RATIO: 	0.68
RENTING RATIO: 	0.70
RENTING RATIO: 	14.10
RENTING RATIO: 	15.25
RENTING RATIO: 	3.69
RENTING RATIO: 	9.31
RENTING RATIO: 	0.56
RENTING RATIO: 	6.40
RENTING RATIO: 	0.20
RENTING RATIO: 	14.23
RENTING RATIO: 	9.43
RENTING RATIO: 	1.15
RENTING RATIO: 	4.84
RENTING RATIO: 	0.12
RENTING RATIO: 	2.26
RENTING RATIO: 	10.61
RENTING RATIO: 	0.71
RENTING RATIO: 	0.69
RENTING RATIO: 	7.48
RENTING RATIO: 	6.99
RENTING RATIO: 	3.67
RENTING RATIO: 	101.26
RENTING RATIO: 	5.10
RENTING RATIO: 	34.63
RENTING RATIO: 	1.67
RENTING RATIO: 	0.58
RENTING RATIO: 	74.08
RENTING RATIO: 	67.35
RENTING RATIO: 	10.94
RENTING RATIO: 	8.96
RENTING RATIO: 	3.76
RENTING RATIO: 	0.27
RENTING RATIO: 	3.51
RENTING RATIO: 	2.52
RENTING RATIO: 	12.51
RENTING RATIO: 	8.88
RENTING RATIO: 	0.03
RENTING RATIO: 	40.33
RENTING RATIO: 	3.48
RENTING RATIO: 	1.07
RENTING RATIO: 	106.96
RENTING RATIO: 	5.80
RENTING RATIO: 	1.88
RENTING RATIO: 	11.37
RENTING RATIO: 	24.35
RENTING RATIO: 	42.43
RENTING RATIO: 	1.82
RENTING RATIO: 	33.34
RENTING RATIO: 	31.16
RENTING RATIO: 	28.71
RENTING RATIO: 	14.09
RENTING RATIO: 	22.73
RENTING RATIO: 	0.15
RENTING RATIO: 	22.14
RENTING RATIO: 	28.48
RENTING RATIO: 	6.88
RENTING RATIO: 	3.61
RENTING RATIO: 	0.75
RENTING RATIO: 	3.16
RENTING RATIO: 	1.52
RENTING RATIO: 	0.85
RENTING RATIO: 	0.27
RENTING RATIO: 	13.17
RENTING RATIO: 	145.95
RENTING RATIO: 	1.68
RENTING RATIO: 	75.80
RENTING RATIO: 	122.28
RENTING RATIO: 	0.98
RENTING RATIO: 	512.50
RENTING RATIO: 	2.64
RENTING RATIO: 	4.13
RENTING RATIO: 	2.61
